"대지위치","시군구코드명","법정동코드명","대지구분코드명","주지번","부지번","특수지명","블록번호","로트번호","새주소도로코드명","새주소법정동코드명","새주소지상지하구분코드명","새주소주지번","새주소부지번","건축물대장일련번호","대장구분코드명","대장종류코드명","대지면적","건축면적","건폐율","연면적","용적률산정연면적","용적률","주용도코드","주용도코드명","기타용도내용","세대수","가구수","호수","승용승강기수","비상용승강기수","주건축물수","부속건축물수","부속건축물면적","총주차수","옥내기계식대수","옥내기계식면적","옥외기계식대수","옥외기계식면적","옥내자주식대수","옥내자주식면적","옥외자주식대수","옥외자주식면적","허가일자","착공일자","사용승인일자","에너지효율등급값","에너지절감률","EPI점수","친환경건축물등급값","친환경건축물인증점수","지능형건축물등급값","지능형건축물인증점수"
"서울특별시 강서구 염창동 311","서울특별시 강서구","염창동","대지","0311","0000","","","","공항대로","염창동","지상","557","","10171100342852","집합","총괄표제부","1903.2","693.17","36.42","7566.74","4598.84","241.64","02000","공동주택","공동주택(아파트),근린생활시설","78","","16","","","2","","","63","","","","","63","2431.62","","","2015-06-03","2019-04-02","2021-01-04","","","","","","",""
"서울특별시 강서구 방화동 904","서울특별시 강서구","방화동","대지","0904","0000","","","","양천로10길","방화동","지상","38","0","10171100343052","집합","총괄표제부","8932.7","4138.4093","46.33","61885.2369","40207.6012","450.12","02000","공동주택","공동주택(아파트),업무시설(오피스텔),판매시설","298","","182","2","8","8","35","22053.6169","472","","","","","472","19462.6583","","","2016-06-29","2018-06-04","2020-11-26","1++","96.5","90.1","2","69.38","",""
"서울특별시 강서구 등촌동 643-39","서울특별시 강서구","등촌동","대지","0643","0039","","","","공항대로53나길","등촌동","지상","6","3","10171100343634","집합","총괄표제부","472.98","244.71","51.74","768.59","755.99","159.84","02000","공동주택","도시형생활(다세대)주택 - 21세대","21","","","","","2","","","12","","","","","7","218.67","5","57.2","2020-01-03","2020-03-02","2021-01-27","","","","","","",""
"서울특별시 강서구 등촌동 702-5","서울특별시 강서구","등촌동","대지","0702","0005","","","","화곡로65길","등촌동","지상","124","","10171100346015","일반","총괄표제부","11318","3571.49","31.56","9429.49","9222.49","81.49","10000","교육연구시설","학교","","","","","","2","","","48","","","","","13","200","35","414","","","","","","","","","",""
"서울특별시 강서구 등촌동 690-4","서울특별시 강서구","등촌동","대지","0690","0004","","","","공항대로39길","등촌동","지상","39","","10171100346453","일반","총괄표제부","12258.2","2799.7","22.84","10639.89","10516.14","85.79","10000","교육연구시설","교육연구시설(중학교","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 강서구 등촌동 640-2","서울특별시 강서구","등촌동","대지","0640","0002","","","","화곡로66길","등촌동","지상","20","","10171100347812","집합","총괄표제부","1539.5","394.84","25.65","6980.86","4610.39","299.47","14000","업무시설","업무시설(오피스텔),근린생활시설","","","","","","2","1","5","60","","","","","49","1955.13","11","","2019-03-19","2019-06-10","2021-05-20","","","","4","","",""
"서울특별시 강서구 개화동 319-7","서울특별시 강서구","개화동","대지","0319","0007","","","","금낭화로26가길","개화동","지상","152","78","10171100348014","일반","총괄표제부","14258","1268.1","8.89","1327.1","1327.1","9.31","30000","자원순환관련시설","(폐기물재활용시설, 기계창고)","","","","","","4","","","8","","","","","","","8","100","2020-12-04","2021-01-04","2021-05-31","","","","","","",""
"서울특별시 강서구 가양동 1484","서울특별시 강서구","가양동","대지","1484","0000","","","","허준로","가양동","","186","","1000000000000005461215","일반","총괄표제부","11080","2676","24.15","7239.37","7131.37","64.36","10000","교육연구시설","교육연구시설(초등학교)","","","","1","","2","2","92.79","59","","","","","59","737.5","","","2023-07-11","2023-08-14","2024-12-05","","","","","","",""
"서울특별시 강서구 화곡동 831-12","서울특별시 강서구","화곡동","대지","0831","0012","","","","곰달래로49길","화곡동","지상","34","","10171100348174","집합","총괄표제부","1037.7","559.19","53.89","2811","2020.86","194.74","02000","공동주택","도시형생활주택 단지형다세대","44","","1","","","3","","","36","","","","","30","375","6","75","2020-03-13","2020-04-25","2021-06-02","","","","","","",""
"서울특별시 강서구 화곡동 1169","서울특별시 강서구","화곡동","대지","1169","0000","","","","초록마을로34길","화곡동","지상","55","","10171100348634","집합","총괄표제부","1821.6","886.11","48.64","4568.19","3193.55","175.32","02000","공동주택","도시형 생활주택","134","","","","","5","","0","67","","","","","34","","33","","2020-02-06","2020-05-21","2021-07-15","2","","","4","50.2","",""
"서울특별시 강서구 화곡동 367-1","서울특별시 강서구","화곡동","대지","0367","0001","","","","가로공원로","화곡동","지상","218","0","10171100348974","집합","총괄표제부","1046.8","416.58","39.8","4631.84","3136.75","299.65","14000","업무시설","근생/오피스텔 및 다세대주택","28","","64","2","","2","","","60","42","56.16","","","17","907.96","1","12.5","2020-07-23","2020-09-14","2021-07-29","1","141.7","","4","","",""
"서울특별시 관악구 신림동 1483-18","서울특별시 관악구","신림동","대지","1483","0018","","","","난곡로63길","신림동","지상","27","","10221334","일반","총괄표제부","0","0","0","1453.97","1039.93","0","04000","제2종근린생활시설","교회, 근린생활시설(종교집회장)","0","0","","","","2","","","","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강서구 방화동 612-147","서울특별시 강서구","방화동","대지","0612","0147","","","","개화동로29길","방화동","지상","17","3","10171100351574","집합","총괄표제부","764.59","445.23","58.23","2995.02","2746.51","359.21","14000","업무시설","(오피스텔),공동주택(다세대주택),제2종근생(사무소),제1종근생(소매점)","28","","41","","","2","","","47","44","56.09","","","3","40.2","","","2020-08-28","2020-10-21","2021-11-23","","","","","","",""
"서울특별시 강서구 등촌동 641-8","서울특별시 강서구","등촌동","대지","0641","0008","","","","화곡로64길","등촌동","지상","63","0","10171100351994","집합","총괄표제부","1332.3","456.915","34.3","4927.3768","4781.713","358.91","14000","업무시설","업무시설(오피스텔),근린생활시설","","","133","","","2","","","66","52","52.4025","","","","","14","150.2","2020-06-29","2020-09-10","2021-12-03","1+","147.3","65.36","4","50.19","",""
"서울특별시 강서구 마곡동 61-1","서울특별시 강서구","마곡동","대지","0061","0001","","","","양천로","마곡동","지상","225","0","10171100352874","일반","총괄표제부","1184","231.16","19.52","276.07","276.07","23.32","19000","위험물저장및처리시설","자동차관련시설, 위험물저장 및 처리시설","","","","","","2","","","1","","","","","","","1","12","","","","","","","","","",""
"서울특별시 강서구 화곡동 1017-19","서울특별시 강서구","화곡동","대지","1017","0019","","","","화곡로13길","화곡동","지상","98","18","10171100352975","집합","총괄표제부","585.6","312.88","53.43","1170.19","1170.19","199.83","02000","공동주택","도시형생활주택(단지형다세대)","20","","","2","","2","","","16","","","","","9","","7","","2021-06-09","2021-06-28","2021-12-22","","","","","","",""
"서울특별시 강서구 방화동 256-2","서울특별시 강서구","방화동","대지","0256","0002","","","","방화대로","방화동","지상","333","0","10171100353594","집합","총괄표제부","996","350.51","35.19","3220.21","2967.32","297.92","14000","업무시설","업무시설(오피스텔), 도시형생활주택 (단지형다세대), 근린생활시설","28","","66","","","2","1","48.51","47","38","48.51","","","2","25","7","87.5","2021-02-26","2021-05-14","2022-01-07","1","","73.6","","","",""
"서울특별시 강서구 염창동 261-16","서울특별시 강서구","염창동","대지","0261","0016","","","","공항대로81길","염창동","지상","32","","10171100354174","집합","총괄표제부","753.3","359.64","47.74","2820.38","2677.96","355.5","14000","업무시설","오피스텔","","","76","1","","2","","","39","36","","","","","","3","","2020-09-25","2020-11-05","2022-01-11","","","","","","",""
"서울특별시 금천구 독산동 1155","서울특별시 금천구","독산동","대지","1155","0000","","","","","","지상","0","0","10191100235593","집합","총괄표제부","29932.1","17676.9745","59.06","246607.5249","149653.0082","499.97","02000","공동주택","아파트,판매시설","1236","","197","","","8","2","49814.6977","2241","","","","","2241","73384.1884","","","2015-03-04","2015-03-30","2018-10-30","","","","","","",""
"서울특별시 금천구 독산동 1039-25","서울특별시 금천구","독산동","대지","1039","0025","","","","","","지상","0","0","10191100237111","집합","총괄표제부","1160.1","658.48","56.76","2297.75","2297.75","198.06","02000","공동주택","다세대주택(32세대)","32","","","","","4","","","30","","","","","","","30","345","2018-04-27","2018-05-05","2018-11-05","","","","","","",""
"서울특별시 금천구 시흥동 230-84","서울특별시 금천구","시흥동","대지","0230","0084","","","","","","지상","0","0","10191100238091","집합","총괄표제부","704","404.53","57.46","1319.25","1319.25","187.39","02000","공동주택","공동주택","24","","","","","2","","","18","","","","","","","18","207.7","2018-04-20","2018-05-28","2018-11-23","","","","","","",""
"서울특별시 금천구 독산동 1157","서울특별시 금천구","독산동","대지","1157","0000","","","","","","지상","0","0","10191100238151","집합","총괄표제부","1978.3","1037.76","52.46","6220.84","4940.19","249.72","02000","공동주택","도시형생활주택(단지형다세대)","80","","","","","8","3","1304.33","64","","","","","50","1594.27","14","161","2017-09-29","2017-10-23","2018-11-23","","","","","","",""
"서울특별시 금천구 시흥동 897-2","서울특별시 금천구","시흥동","대지","0897","0002","","","","","","지상","","","10191100238331","집합","총괄표제부","697.8","397.32","56.94","1319.04","1319.04","189.03","02000","공동주택","공동주택(도시형생활주택-단지형다세대)","24","","","2","","2","","","20","","","","","6","","14","","2018-06-14","2018-06-25","2018-11-30","","","","","","",""
"서울특별시 금천구 시흥동 212-6","서울특별시 금천구","시흥동","대지","0212","0006","","","","","","지상","0","0","10191100238372","집합","총괄표제부","537","296.965","55.3","1042.76","1042.76","194.18","02000","공동주택","공동주택","17","","","","","2","","","13","","","","","10","120","3","30.2","2018-08-01","2018-08-07","2018-12-03","","","","","","",""
"서울특별시 금천구 시흥동 811-7","서울특별시 금천구","시흥동","대지","0811","0007","","","","","","지상","0","0","10191100239751","집합","총괄표제부","556.6","333.84","59.98","1111.45","1111.45","199.69","02000","공동주택","도시형생활주택(단지형다세대주택)","24","","","","","2","","","17","","","","","","","17","195.5","2018-03-30","2018-06-05","2019-01-11","","","","","","",""
"서울특별시 금천구 가산동 148-55","서울특별시 금천구","가산동","대지","0148","0055","","","","시흥대로153길","가산동","지상","61","","10191100240191","집합","총괄표제부","540.9","287.68","53.19","1632.66","1182.57","218.63","02000","공동주택","도시형생활주택","21","","","2","","2","","","11","","","","","9","331.29","2","23","2018-02-19","2018-02-23","2019-01-18","","","","","","",""
"서울특별시 금천구 가산동 148-56","서울특별시 금천구","가산동","대지","0148","0056","","","","시흥대로153길","가산동","지상","57","0","10191100240215","집합","총괄표제부","545.1","287.68","52.78","1648.98","1210.03","221.98","02000","공동주택","도시형생활주택","24","","","2","","2","","","12","","","","","7","321.03","5","58.5","2018-02-19","2018-02-23","2019-01-18","","","","","","",""
"서울특별시 금천구 시흥동 220-53","서울특별시 금천구","시흥동","대지","0220","0053","","","","탑골로3길","시흥동","지상","33","","10191100240471","집합","총괄표제부","658.95","383.94","58.27","1311","1311","198.95","02000","공동주택","공동주택","20","","","","","2","","","16","","","","","","","16","184","2018-06-05","2018-06-25","2019-02-14","","","","","","",""
"서울특별시 금천구 가산동 149-38","서울특별시 금천구","가산동","대지","0149","0038","","","","시흥대로145길","가산동","지상","60","5","10191100240691","집합","총괄표제부","462.8","265.08","57.28","1320.61","1150.44","248.58","02000","공동주택","공동주택, 업무시설","24","","12","","","2","","","18","12","","","","5","","1","","2018-07-09","2018-07-31","2019-02-28","","","","","","",""
"서울특별시 금천구 독산동 1156","서울특별시 금천구","독산동","대지","1156","0000","","","","시흥대로","독산동","지상","315","","10191100241251","집합","총괄표제부","12066.3","4732.66","39.22","93498.63","60329.18","499.98","14000","업무시설","업무시설,숙박시설,판매시설","","","1040","","","4","","","848","","","","","802","27718.88","","","2015-03-05","2015-09-03","2019-03-28","","","","","","",""
"서울특별시 서대문구 창천동 30-44","서울특별시 서대문구","창천동","대지","0030","0044","","","","신촌로","창천동","지상","87","14","10141100181614","일반","총괄표제부","","","","115.39","","","","","","","1","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 금천구 독산동 1158","서울특별시 금천구","독산동","대지","1158","0000","","","","문성로","독산동","지상","48","0","10191100242471","집합","총괄표제부","1066.1","561.64","52.68","2938.8","2077.44","194.86","02000","공동주택","공동주택, 근린생활시설","50","","1","","","3","","","32","","","","","28","965.49","4","51","2018-03-27","2018-05-03","2019-04-08","","","","","","",""
"서울특별시 금천구 독산동 1023-1","서울특별시 금천구","독산동","대지","1023","0001","","","","독산로","독산동","지상","233","","10191100242591","집합","총괄표제부","1137","552.5","48.59","3635.43","2840.05","249.78","02000","공동주택","공동주택, 업무시설, 근린생활시설","38","","22","","","3","","","48","","","","","26","","22","","2017-08-28","2018-03-12","2019-04-11","","","","","","",""
"서울특별시 금천구 독산동 194-13","서울특별시 금천구","독산동","대지","0194","0013","","","","독산로","독산동","지상","263","","10191100242711","집합","총괄표제부","1146.7","536.92","46.82","4566.6","2855.85","249.05","02000","공동주택","공동주택, 업무시설, 근린생활시설","38","","24","","","3","","","49","","","","","42","1497.19","7","","2017-12-26","2018-04-11","2019-04-16","","","","","","",""
"서울특별시 금천구 시흥동 815-9","서울특별시 금천구","시흥동","대지","0815","0009","","","","독산로28가길","시흥동","지상","12","","10191100242811","집합","총괄표제부","593","351.42","59.26","1178.49","1178.49","198.73","02000","공동주택","공동주택","28","","","","","2","","","18","","","","","12","138.7","6","69","2018-03-19","2018-06-05","2019-04-19","","","","","","",""
"서울특별시 금천구 시흥동 230-121","서울특별시 금천구","시흥동","대지","0230","0121","","","","탑골로","시흥동","지상","69","","10191100242851","집합","총괄표제부","592.94","354.12","59.72","1178.88","1178.88","198.82","02000","공동주택","공동주택(도시형생활주택)","24","","","","","2","","","18","","","","","","","18","207.7","2018-09-20","2018-10-15","2019-04-18","","","","","","",""
"서울특별시 금천구 시흥동 220-38","서울특별시 금천구","시흥동","대지","0220","0038","","","","탑골로3길","시흥동","지상","45","0","10191100243231","집합","총괄표제부","704","325.13","46.18","999.98","999.98","142.04","02000","공동주택","도시형생활주택(단지형다세대주택)","19","","","","","2","","","15","","","","","","","15","513.68","2017-09-27","2018-10-01","2019-05-24","","","","","","",""
"서울특별시 금천구 시흥동 220-1","서울특별시 금천구","시흥동","대지","0220","0001","","","","탑골로3길","시흥동","지상","23","0","10191100243331","집합","총괄표제부","630.24","368.53","58.47","1237.08","1237.08","196.29","02000","공동주택","공동주택(도시형생활주택-단지형다세대)","22","","","","","2","","","17","","","","","10","115.5","7","76.2","2018-11-22","2018-12-26","2019-06-07","","","","","","",""
"서울특별시 금천구 시흥동 919-88","서울특별시 금천구","시흥동","대지","0919","0088","","","","은행나무로12길","시흥동","지상","46","0","10191100243356","집합","총괄표제부","1002.5","589.86","58.84","2056.74","1978.27","197.33","02000","공동주택","도시형생활주택(단지형다세대주택)","34","","","","","3","","","28","","","","","17","195.5","11","126.5","2018-07-26","2018-08-01","2019-06-07","","","","","","",""
"서울특별시 금천구 가산동 148-57","서울특별시 금천구","가산동","대지","0148","0057","","","","시흥대로149가길","가산동","지상","26","0","10191100243412","집합","총괄표제부","539.3","317.29","58.83","1226.2","1226.2","227.37","02000","공동주택","공동주택(도시형생활주택)","26","","","","","2","","","12","","","","","12","138.7","","","2018-01-10","2018-02-23","2019-06-05","","","","","","",""
"서울특별시 금천구 시흥동 184-6","서울특별시 금천구","시흥동","대지","0184","0006","","","","금하로23라길","시흥동","지상","17","7","10191100243451","집합","총괄표제부","749","347.74","46.42","1098","1098","146.59","02000","공동주택","공동주택(단지형다세대주택)","24","","1","2","","2","","","20","","","","","20","230","","","2018-03-02","2018-03-22","2019-06-10","","","","","","",""
"서울특별시 금천구 시흥동 880-29","서울특별시 금천구","시흥동","대지","0880","0029","","","","시흥대로62가길","시흥동","지상","14","0","10191100243571","일반","총괄표제부","128.6","68.43","53.21","195.51","131.97","102.62","01000","단독주택","단독주택,소매점","","2","","","","2","","","0","","","","","","","","","2019-05-20","","2019-06-21","","","","","","",""
"서울특별시 금천구 시흥동 919-78","서울특별시 금천구","시흥동","대지","0919","0078","","","","은행나무로12길","시흥동","지상","50","0","10191100244331","집합","총괄표제부","1002.6","572.13","57.06","2031.77","1978.03","197.29","02000","공동주택","도시형생활주택(단지형다세대주택)","37","","","","","3","","","30","","","","","18","207","12","111.4","2018-05-25","2018-08-27","2019-07-05","","","","","","",""
"서울특별시 금천구 시흥동 239-12","서울특별시 금천구","시흥동","대지","0239","0012","","","","탑골로10길","시흥동","지상","14","","10191100244451","집합","총괄표제부","544","303.14","55.72","1075.5","1075.5","197.7","02000","공동주택","도시형생활주택(단지형다세대주택)","18","","","","","2","","","15","","","","","15","","","","2018-11-07","2018-12-28","2019-07-11","","","","","","",""
"서울특별시 금천구 시흥동 955-3","서울특별시 금천구","시흥동","대지","0955","0003","","","","시흥대로12길","시흥동","지상","9","21","10191100245772","집합","총괄표제부","634.4","380.34","59.95","1205.7","1205.7","190.05","02000","공동주택","공동주택(도시형생활주택)","22","","","","","2","","","16","","","","","11","","5","","2019-03-11","2019-04-23","2019-09-11","","","","","","",""
"서울특별시 금천구 가산동 142-6","서울특별시 금천구","가산동","대지","0142","0006","","","","남부순환로108길","가산동","지상","20","16","10191100245811","집합","총괄표제부","693.44","404.49","58.33","1999.47","1870.42","269.73","02000","공동주택","공동주택, 업무시설","28","","20","","","2","","","31","20","92.65","","","11","245.75","","","2018-12-28","2019-02-18","2019-09-16","","","","","","",""
"서울특별시 관악구 봉천동 673-27","서울특별시 관악구","봉천동","대지","0673","0027","","","","봉천로13나길","봉천동","지상","51","8","10221100219880","집합","총괄표제부","758","445.16","58.73","1310.64","1310.64","172.91","02000","공동주택","공동주택","29","","","","","2","","","23","","","","","20","330.97","3","","2013-06-13","2013-06-25","2013-11-18","","","","","","",""
"서울특별시 관악구 신림동 1446-17","서울특별시 관악구","신림동","대지","1446","0017","","","","봉천로","신림동","지상","174","","10221100220503","일반","총괄표제부","405.3","135.42","33.41","330.19","135.42","33.41","03000","제1종근린생활시설","제1종근린생활시설 외 1","","","","","","2","","","2","","","","","2","23","","","2013-12-04","","2013-12-06","","","","","","",""
"서울특별시 관악구 신림동 733","서울특별시 관악구","신림동","대지","0733","0000","","","","미성길","신림동","지상","123","","10221100221461","일반","총괄표제부","874","402.43","46.04","1133.55","968.84","110.85","11000","노유자시설","노유자시설","","","","","","2","","","5","","","","","4","54","1","","","","","","","","","","",""
"서울특별시 관악구 봉천동 1531-38","서울특별시 관악구","봉천동","대지","1531","0038","","","","장군봉길","봉천동","지상","72","","10221100221659","일반","총괄표제부","16622.4","3300.48","19.86","8911.21","8911.21","53.61","10000","교육연구시설","교육연구시설","","","","","","2","2","89.44","","","","","","","","37","","","","1989-03-14","","","","","","",""
"서울특별시 관악구 신림동 633-42","서울특별시 관악구","신림동","대지","0633","0042","","","","난곡로30길","신림동","지상","22","","10221100221940","집합","총괄표제부","633.38","374.87","59.19","1265.86","1265.86","199.86","02000","공동주택","공동주택","29","","","","","2","","","22","","","","","14","157.4","8","92","2013-06-14","2013-09-05","2014-01-28","","","","","","",""
"서울특별시 관악구 남현동 1083-1","서울특별시 관악구","남현동","대지","1083","0001","","","","남현길","남현동","지상","41","0","10221100222511","일반","총괄표제부","1332.2","88.75","6.66","220.75","154.75","11.62","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 관악구 봉천동 649-176","서울특별시 관악구","봉천동","대지","0649","0176","","","","봉천로21나길","봉천동","지상","20","","10221100222811","집합","총괄표제부","702","363.48","51.78","1494.86","1317.73","187.71","02000","공동주택","공동주택","25","","","","","2","","","20","","","","","11","","9","","2013-05-28","2013-06-17","2014-03-18","","","","","","",""
"서울특별시 관악구 신림동 1491-14","서울특별시 관악구","신림동","대지","1491","0014","","","","","","지상","","","10221100223140","집합","총괄표제부","733.4","434.06","59.18","1466.05","1466.05","199.9","02000","공동주택","공동주택","29","","5","","","2","","","23","","","","","23","265.2","","","2013-08-30","2013-11-26","2014-04-09","","","","","","",""
"서울특별시 관악구 신림동 306","서울특별시 관악구","신림동","대지","0306","0000","","","","","","지상","","","10221100224443","집합","총괄표제부","643.83","345.19","53.62","1284.92","1284.92","199.57","02000","공동주택","공동주택","20","","","","","2","","","16","","","","","11","","5","","2013-08-05","2013-08-19","2014-05-30","","","","","","",""
"서울특별시 관악구 신림동 306-119","서울특별시 관악구","신림동","대지","0306","0119","","","","","","지상","","","10221100224466","집합","총괄표제부","641.67","365.16","56.91","1281.56","1281.56","199.72","02000","공동주택","공동주택","20","","","","","2","","","16","","","","","12","","4","","2013-08-05","2013-08-19","2014-05-30","","","","","","",""
"서울특별시 관악구 신림동 1678","서울특별시 관악구","신림동","대지","1678","0000","","","","","","지상","","","10221100225494","집합","총괄표제부","2293.83","1056.94","46.08","4701.47","4259.4","185.69","02000","공동주택","공동주택","67","","","","","7","","","49","","","","","","","49","","2013-09-16","2013-10-15","2014-07-31","","","","","","",""
"서울특별시 관악구 봉천동 1598-49","서울특별시 관악구","봉천동","대지","1598","0049","","","","관악로6길","봉천동","지상","99","","10221100225760","집합","총괄표제부","2174.8","741.89","34.11","6166.62","4651.49","213.88","02000","공동주택","공동주택","44","","3","","","2","","","56","","","","","14","710.62","42","1151.46","2010-07-02","2008-05-02","","","","","","","",""
"서울특별시 관악구 신림동 1574-10","서울특별시 관악구","신림동","대지","1574","0010","","","","","","지상","","","10221100226240","집합","총괄표제부","423.1","243.52","57.56","773.19","773.19","182.74","02000","공동주택","공동주택","21","","","","","2","","","11","","","","","5","215.51","6","69","","","","","","","","","",""
"서울특별시 관악구 신림동 1479-1","서울특별시 관악구","신림동","대지","1479","0001","","","","난곡로63가길","신림동","지상","50","","10221100226866","집합","총괄표제부","566.3","339.06","59.87","1130.61","1130.61","199.65","02000","공동주택","다세대주택(도시형생활주택단지형)","26","","","","","2","","","20","","","","","18","","2","","2014-05-08","2014-05-09","2014-10-08","","","","","","",""
"서울특별시 관악구 봉천동 687-1","서울특별시 관악구","봉천동","대지","0687","0001","","","","당곡2길","봉천동","지상","52","","10221100227301","일반","총괄표제부","180","90.6","50.33","229.02","229.02","127.23","01000","단독주택","단독주택","","5","","","","2","","","0","","","","","","","","","","","2014-10-31","","","","","","",""
"서울특별시 관악구 신림동 1464-67","서울특별시 관악구","신림동","대지","1464","0067","","","","남부순환로","신림동","지상","1559","","10221100227381","일반","총괄표제부","76.4","68.81","90.07","68.81","68.81","90.07","01000","단독주택","단독주택","","4","","","","2","","","0","","","","","","","","","","","2014-11-03","","","","","","",""
"서울특별시 관악구 신림동 467","서울특별시 관악구","신림동","대지","0467","0000","","","","남부순환로163길","신림동","지상","14","","10221100227424","일반","총괄표제부","12381.2","3510.11","28.35","15244.16","10759.39","86.9","10000","교육연구시설","교육연구시설","","","","","","2","5","185.06","177","","","","","135","4484.77","42","420","","","","","","","","","",""
"서울특별시 관악구 신림동 610-168","서울특별시 관악구","신림동","대지","0610","0168","","","","법원단지길","신림동","지상","116","","10221100229005","집합","총괄표제부","655","346.77","52.94","1305.72","1305.72","199.35","02000","공동주택","공동주택","29","","","","","2","","","21","","","","","8","280.2","13","142.05","2014-05-23","2014-06-03","2015-01-15","","","","","","",""
"서울특별시 관악구 신림동 103-39","서울특별시 관악구","신림동","대지","0103","0039","","","","서림7길","신림동","지상","37","","10221100229141","일반","총괄표제부","102","59.24","58.08","178.44","117.67","115.36","01000","단독주택","단독주택","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 관악구 신림동 570-27","서울특별시 관악구","신림동","대지","0570","0027","","","","조원중앙로","신림동","지상","30","","10221100229281","일반","총괄표제부","143.8","80.35","55.87","159.69","149.11","103.69","01000","단독주택","점포,다가구주택","","2","","","","2","","","0","","","","","","","","","","","1978-08-26","","","","","","",""
"서울특별시 관악구 신림동 1491-17","서울특별시 관악구","신림동","대지","1491","0017","","","","","","지상","0","0","10221100229355","일반","총괄표제부","202.6","121.31","59.88","289.77","190.6","94.08","01000","단독주택","다가구주택및제2종근린생활시설","","3","","","","2","","","1","","","","","","","1","11.5","2014-10-06","2014-10-07","2015-01-26","","","","","","",""
"서울특별시 관악구 신림동 641-15","서울특별시 관악구","신림동","대지","0641","0015","","","","","","지상","0","0","10221100229361","집합","총괄표제부","484.58","288.84","59.61","969.09","969.09","199.99","02000","공동주택","도시형생활주택 (단지형다세대)","20","","","","","2","","","16","","","","","12","143","4","41.7","2014-08-13","2014-09-15","2015-01-30","","","","","","",""
"서울특별시 관악구 봉천동 41-113","서울특별시 관악구","봉천동","대지","0041","0113","","","","은천로35라길","봉천동","지상","16","","10221100229461","집합","총괄표제부","691","373.7","54.08","1381.75","1381.75","199.96","02000","공동주택","공동주택","20","","1","","","2","","","16","","","","","","","16","","2014-03-21","2014-06-23","2015-02-03","","","","","","",""
"서울특별시 관악구 봉천동 1728","서울특별시 관악구","봉천동","대지","1728","0000","","","","","","지상","","","10221100229661","집합","총괄표제부","15128.2","3294.72","21.78","54405.05","37249.48","246.23","02000","공동주택","공동주택","363","","4","","","8","5","16445.01","417","","","","","417","15399.67","","","2007-03-05","2011-12-21","2014-09-19","","","","","","",""
"서울특별시 관악구 남현동 602-182","서울특별시 관악구","남현동","대지","0602","0182","","","","승방길","남현동","지상","27","","10221100230572","집합","총괄표제부","513","254.14","49.54","1442.08","1014.71","197.8","02000","공동주택","공동주택","20","","2","","","2","","","17","","","","","9","257.07","8","253.56","2014-07-08","2014-07-18","2015-03-24","","","","","","",""
"서울특별시 관악구 봉천동 100-184","서울특별시 관악구","봉천동","대지","0100","0184","","","","행운10길","봉천동","지상","16","","10221100230632","집합","총괄표제부","614","327.32","53.31","1283.4","1223.2","199.22","02000","공동주택","공동주택","25","","","","","2","","","20","","","","","11","126.5","9","99.9","2014-07-04","2014-07-10","2015-03-26","","","","","","",""
"서울특별시 관악구 신림동 512-4","서울특별시 관악구","신림동","대지","0512","0004","","","","","","지상","","","10221100230972","집합","총괄표제부","713.3","414.81","58.15","1376.57","1376.57","192.99","02000","공동주택","공동주택","30","","1","","","2","","","24","","","","","6","69","18","203.4","2014-09-12","2014-12-03","2015-04-10","","","","","","",""
"서울특별시 관악구 신림동 646-325","서울특별시 관악구","신림동","대지","0646","0325","","","","","","지상","","","10221100231379","집합","총괄표제부","586","291.35","49.72","853.93","853.93","145.72","02000","공동주택","공동주택","19","","","","","2","","","13","","","","","","","13","150","2014-08-22","2014-08-28","2015-04-28","","","","","","",""
"서울특별시 강남구 삼성동 151-6","서울특별시 강남구","삼성동","대지","0151","0006","","","","삼성로","삼성동","지상","538","0","10241100282243","일반","총괄표제부","1313.9","637.83","48.54","1553.81","1285.24","97.82","14000","업무시설","업무시설,근린생활시설","","","","","","3","","","13","","","","","","","14","","","","","","","","","","",""
"서울특별시 양천구 신정동 314","서울특별시 양천구","신정동","대지","0314","0000","","","","목동서로","신정동","지상","280","","10161570","집합","총괄표제부","0","8163.93","0","128398.85","116499.48","0","02000","공동주택","아파트, 근린생활시설","1352","0","35","","","14","3","3970.08","617","0","0","0","0","0","0","605","0","","","","","","","","","",""
"서울특별시 강남구 논현동 187-7","서울특별시 강남구","논현동","대지","0187","0007","","","","강남대로118길","논현동","지상","66","","10241100284564","집합","총괄표제부","616.6","348.57","56.53","1231.33","1231.33","199.7","02000","공동주택","도시형생활주택(단지형다세대 39세대)","39","","","2","","2","","","20","","","","","11","196.7","9","103.5","2018-07-11","2018-07-26","2019-06-03","","","","","","",""
"서울특별시 강남구 논현동 69","서울특별시 강남구","논현동","대지","0069","0000","","","","도산대로38길","논현동","지상","27","0","10241100285004","일반","총괄표제부","13197","3308.91","25.07","9830.81","9830.81","74.49","10000","교육연구시설","교육연구시설","","","","","","2","2","72","","","","","","","","","","","","","","","","","","",""
